Date,Open,High,Low,Close
08/09/2019,"11,616","12,072","11,615","11,879"
08/08/2019,"11,868","12,040","11,518","11,616"
08/07/2019,"11,650","12,127","11,230","11,866"
08/06/2019,"11,725","12,307","11,583","11,650"
08/05/2019,"10,943","11,944","10,819","11,722"
08/04/2019,"10,888","11,031","10,590","10,943"
08/03/2019,"10,403","10,916","10,368","10,881"
08/02/2019,"10,414","10,662","10,339","10,393"
08/01/2019,"10,029","10,478","9,897","10,414"
07/31/2019,"9,533","10,091","9,530","10,033"
07/30/2019,"9,516","9,726","9,390","9,533"
07/29/2019,"9,512","9,705","9,124","9,517"
07/28/2019,"9,444","9,556","9,334","9,512"
07/27/2019,"9,832","10,183","9,330","9,449"
07/26/2019,"9,875","9,940","9,668","9,839"
07/25/2019,"9,676","10,183","9,667","9,873"
07/24/2019,"10,145","10,145","9,550","9,685"
07/23/2019,"10,323","10,382","9,884","10,163"
07/22/2019,"10,504","10,664","10,076","10,323"
07/21/2019,"10,933","11,082","10,335","10,509"
07/20/2019,"10,519","10,989","10,411","10,929"
07/19/2019,"10,613","10,766","10,166","10,509"
07/18/2019,"9,692","10,733","9,300","10,609"
07/17/2019,"9,591","9,964","9,083","9,692"
07/16/2019,"10,805","11,051","9,514","9,597"
07/15/2019,"10,639","10,937","9,906","10,805"
07/14/2019,"10,908","11,437","10,322","10,647"
07/13/2019,"11,901","11,919","10,856","10,908"
07/12/2019,"11,162","11,908","11,080","11,888"
07/11/2019,"11,777","12,185","10,999","11,162"
07/10/2019,"12,388","13,181","11,689","11,805"
07/09/2019,"12,212","12,815","12,125","12,388"
07/08/2019,"11,513","12,280","11,353","12,212"
07/07/2019,"11,472","11,616","11,068","11,513"
07/06/2019,"11,046","11,715","10,850","11,478"
07/05/2019,"11,722","11,747","10,801","11,046"
07/04/2019,"11,380","12,057","11,315","11,732"
07/03/2019,"10,730","11,570","10,638","11,380"
07/02/2019,"10,479","10,927","9,682","10,775"
07/01/2019,"11,413","11,425","10,018","10,495"
06/30/2019,"12,162","12,208","10,861","11,413"
06/29/2019,"12,205","12,426","11,386","12,162"
06/28/2019,"10,680","12,382","10,500","12,216"
06/27/2019,"12,740","13,297","10,333","10,680"
06/26/2019,"11,380","13,814","11,372","12,796"
06/25/2019,"10,878","11,482","10,868","11,380"
06/24/2019,"11,063","11,283","10,565","10,878"
06/23/2019,"10,642","11,122","10,401","11,081"
06/22/2019,"9,938","11,195","9,871","10,646"
06/21/2019,"9,566","9,941","9,491","9,941"
06/20/2019,"9,174","9,604","9,150","9,566"
06/19/2019,"9,132","9,214","8,962","9,174"
06/18/2019,"9,283","9,463","8,949","9,135"
06/17/2019,"8,944","9,403","8,937","9,287"
06/16/2019,"8,800","9,386","8,780","8,942"
06/15/2019,"8,449","8,889","8,449","8,800"
06/14/2019,"8,263","8,461","8,184","8,449"
06/13/2019,"8,119","8,287","8,076","8,267"
06/12/2019,"7,924","8,256","7,829","8,113"
06/11/2019,"7,945","8,052","7,735","7,924"
06/10/2019,"7,721","8,059","7,515","7,945"
06/09/2019,"7,875","7,966","7,620","7,721"
06/08/2019,"7,897","8,064","7,806","7,875"
06/07/2019,"7,692","8,124","7,688","7,920"
06/06/2019,"7,747","7,870","7,478","7,692"
06/05/2019,"7,663","7,914","7,470","7,747"
06/04/2019,"8,549","8,553","7,557","7,663"
06/03/2019,"8,687","8,751","8,340","8,550"
06/02/2019,"8,542","8,822","8,530","8,681"
06/01/2019,"8,501","8,621","8,458","8,539"
05/31/2019,"8,455","8,508","8,047","8,501"
05/30/2019,"8,655","9,090","8,413","8,455"
05/29/2019,"8,701","8,767","8,468","8,656"
05/28/2019,"8,756","8,849","8,579","8,701"
05/27/2019,"8,622","8,938","8,552","8,752"
05/26/2019,"8,035","8,762","7,891","8,622"
05/25/2019,"8,110","8,147","7,950","8,035"
05/24/2019,"7,869","8,170","7,800","8,106"
05/23/2019,"7,834","7,864","7,496","7,854"
05/22/2019,"8,076","8,102","7,712","7,834"
05/21/2019,"7,984","8,110","7,823","8,076"
05/20/2019,"8,025","8,283","7,591","7,984"
05/19/2019,"7,294","8,129","7,247","8,023"
05/18/2019,"7,129","7,491","7,129","7,293"
05/17/2019,"7,749","7,948","6,689","7,131"
05/16/2019,"8,152","8,354","7,747","7,749"
05/15/2019,"7,722","8,243","7,639","8,152"
05/14/2019,"7,844","8,278","7,638","7,709"
05/13/2019,"7,162","7,919","6,877","7,832"
05/12/2019,"7,185","7,535","6,805","7,163"
05/11/2019,"6,132","6,455","6,131","6,325"
05/10/2019,"6,132","6,455","6,131","6,325"
05/09/2019,"5,989","6,170","5,964","6,131"
05/08/2019,"5,959","6,015","5,788","5,989"
05/07/2019,"5,809","6,065","5,793","5,965"
05/06/2019,"5,860","5,880","5,684","5,809"
05/05/2019,"5,798","5,932","5,749","5,860"
05/04/2019,"5,810","5,925","5,643","5,786"
05/03/2019,"5,520","5,909","5,483","5,809"
05/02/2019,"5,409","5,539","5,394","5,520"
05/01/2019,"5,351","5,444","5,351","5,410"
04/30/2019,"5,240","5,389","5,209","5,351"
04/29/2019,"5,237","5,295","5,182","5,240"
04/28/2019,"5,281","5,320","5,226","5,238"
04/27/2019,"5,189","5,294","5,188","5,280"
04/26/2019,"5,508","5,512","5,034","5,189"
04/25/2019,"5,449","5,525","5,384","5,508"
04/24/2019,"5,587","5,632","5,390","5,449"
04/23/2019,"5,381","5,622","5,372","5,587"
04/22/2019,"5,253","5,437","5,247","5,381"
04/21/2019,"5,326","5,349","5,238","5,253"
04/20/2019,"5,276","5,370","5,263","5,326"
04/19/2019,"5,314","5,356","5,211","5,276"
04/18/2019,"5,234","5,320","5,219","5,314"
04/17/2019,"5,197","5,274","5,191","5,235"
04/16/2019,"5,031","5,232","5,016","5,195"
04/15/2019,"5,102","5,198","4,965","5,031"
04/14/2019,"5,094","5,120","5,037","5,102"
04/13/2019,"5,053","5,129","5,053","5,094"
04/12/2019,"5,059","5,115","4,933","5,052"
04/11/2019,"5,306","5,343","4,987","5,058"
04/10/2019,"5,232","5,466","5,176","5,306"
04/09/2019,"5,267","5,316","5,158","5,232"
04/08/2019,"5,163","5,341","5,144","5,265"
04/07/2019,"5,092","5,192","4,935","5,163"
04/06/2019,"5,020","5,248","4,993","5,089"
04/05/2019,"4,863","5,080","4,857","5,020"
04/04/2019,"5,290","5,331","4,801","4,863"
04/03/2019,"4,816","5,308","4,805","5,290"
04/02/2019,"4,148","5,062","4,147","4,815"
04/01/2019,"4,119","4,171","4,080","4,148"
03/31/2019,"4,105","4,128","4,103","4,119"
03/30/2019,"4,103","4,156","4,078","4,105"
03/29/2019,"4,037","4,129","4,034","4,103"
03/28/2019,"4,033","4,060","4,019","4,037"
03/27/2019,"3,936","4,054","3,933","4,033"
03/26/2019,"3,910","3,945","3,902","3,937"
03/25/2019,"3,981","4,001","3,889","3,908"
03/24/2019,"3,997","4,011","3,969","3,981"
03/23/2019,"4,000","4,025","3,985","3,997"
03/22/2019,"3,997","4,020","3,987","4,000"
03/21/2019,"4,044","4,084","3,956","3,997"
03/20/2019,"4,027","4,049","4,004","4,044"
03/19/2019,"4,006","4,046","3,986","4,027"
03/18/2019,"4,010","4,049","3,972","4,006"
03/17/2019,"4,013","4,024","3,972","4,010"
03/16/2019,"3,933","4,073","3,921","4,012"
03/15/2019,"3,884","3,941","3,881","3,934"
03/14/2019,"3,885","3,925","3,823","3,884"
03/13/2019,"3,898","3,905","3,861","3,885"
03/12/2019,"3,879","3,911","3,832","3,898"
03/11/2019,"3,931","3,944","3,854","3,880"
03/10/2019,"3,925","3,952","3,904","3,931"
03/09/2019,"3,903","3,978","3,806","3,925"
03/08/2019,"3,907","3,944","3,884","3,909"
03/07/2019,"3,879","3,923","3,869","3,906"
03/06/2019,"3,868","3,907","3,844","3,878"
03/05/2019,"3,733","3,901","3,716","3,869"
03/04/2019,"3,824","3,839","3,705","3,733"
03/03/2019,"3,843","3,854","3,810","3,824"
03/02/2019,"3,866","3,870","3,804","3,843"
03/01/2019,"3,836","3,878","3,819","3,866"
02/28/2019,"3,781","3,916","3,775","3,836"
02/27/2019,"3,825","3,860","3,704","3,781"
02/26/2019,"3,844","3,866","3,799","3,825"
02/25/2019,"3,819","3,894","3,763","3,844"
02/24/2019,"4,142","4,217","3,757","3,818"
02/23/2019,"3,979","4,184","3,949","4,142"
02/22/2019,"3,935","3,995","3,922","3,979"
02/21/2019,"3,951","4,027","3,908","3,935"
02/20/2019,"3,920","3,992","3,900","3,952"
02/19/2019,"3,889","4,006","3,870","3,918"
02/18/2019,"3,623","3,939","3,620","3,890"
02/17/2019,"3,631","3,697","3,596","3,628"
02/16/2019,"3,599","3,647","3,596","3,631"
02/15/2019,"3,604","3,644","3,582","3,599"
02/14/2019,"3,601","3,618","3,581","3,604"
02/13/2019,"3,612","3,663","3,592","3,601"
02/12/2019,"3,623","3,649","3,582","3,611"
02/11/2019,"3,635","3,685","3,615","3,623"
02/10/2019,"3,653","3,663","3,613","3,635"
02/09/2019,"3,628","3,671","3,622","3,653"
02/08/2019,"3,384","3,738","3,374","3,630"
02/07/2019,"3,394","3,406","3,380","3,384"
02/06/2019,"3,450","3,464","3,371","3,394"
02/05/2019,"3,445","3,458","3,424","3,450"
02/04/2019,"3,422","3,461","3,418","3,445"
02/03/2019,"3,462","3,509","3,414","3,421"
02/02/2019,"3,481","3,485","3,444","3,462"
02/01/2019,"3,445","3,484","3,407","3,481"
01/31/2019,"3,463","3,498","3,427","3,445"
01/30/2019,"3,428","3,488","3,400","3,463"
01/29/2019,"3,442","3,465","3,371","3,429"
01/28/2019,"3,563","3,563","3,402","3,442"
01/27/2019,"3,583","3,591","3,515","3,563"
01/26/2019,"3,580","3,669","3,572","3,583"
01/25/2019,"3,596","3,606","3,553","3,580"
01/24/2019,"3,565","3,617","3,549","3,596"
01/23/2019,"3,594","3,627","3,547","3,565"
01/22/2019,"3,537","3,625","3,447","3,595"
01/21/2019,"3,555","3,570","3,526","3,537"
01/20/2019,"3,728","3,731","3,506","3,555"
01/19/2019,"3,634","3,784","3,629","3,727"
01/18/2019,"3,650","3,673","3,605","3,634"
01/17/2019,"3,623","3,667","3,579","3,650"
01/16/2019,"3,593","3,688","3,593","3,623"
01/15/2019,"3,693","3,714","3,582","3,593"
01/14/2019,"3,545","3,732","3,526","3,693"
01/13/2019,"3,656","3,675","3,516","3,545"
01/12/2019,"3,674","3,676","3,608","3,655"
01/11/2019,"3,665","3,718","3,624","3,674"
01/10/2019,"4,029","4,067","3,616","3,665"
01/09/2019,"4,034","4,077","4,000","4,029"
01/08/2019,"4,041","4,136","4,004","4,034"
01/07/2019,"4,072","4,110","3,997","4,040"
01/06/2019,"3,880","4,072","3,810","4,072"
01/05/2019,"3,878","3,912","3,859","3,880"
01/04/2019,"3,840","3,895","3,774","3,878"
01/03/2019,"3,937","3,964","3,813","3,841"
01/02/2019,"3,767","3,943","3,757","3,931"
01/01/2019,"3,722","3,788","3,697","3,769"
