Date,Open,High,Low,Close
01/25/2018,"11,213","11,711","10,889","11,246"
01/24/2018,"10,986","11,474","10,497","11,208"
01/23/2018,"10,264","11,358","9,972","10,984"
01/22/2018,"11,348","11,869","10,051","10,264"
01/21/2018,"12,904","12,947","11,096","11,348"
01/20/2018,"11,343","13,007","11,245","12,904"
01/19/2018,"11,551","11,955","10,989","11,296"
01/18/2018,"11,378","12,045","10,664","11,541"
01/17/2018,"10,617","11,751","9,200","11,378"
01/16/2018,"13,919","13,919","10,352","10,617"
01/15/2018,"13,378","14,308","13,378","13,919"
01/14/2018,"14,173","14,353","13,052","13,394"
01/13/2018,"13,744","14,537","13,599","14,167"
01/12/2018,"13,445","14,095","12,879","13,695"
01/11/2018,"14,482","14,943","12,846","13,445"
01/10/2018,"14,544","14,694","13,456","14,482"
01/09/2018,"14,915","15,360","14,170","14,548"
01/08/2018,"16,183","16,466","13,958","14,901"
01/07/2018,"16,849","17,212","15,770","16,183"
01/06/2018,"16,765","17,118","16,255","16,849"
01/05/2018,"14,921","16,909","14,817","16,828"
01/04/2018,"15,057","15,395","14,225","14,921"
01/03/2018,"14,770","15,394","14,589","15,057"
01/02/2018,"13,535","15,217","12,956","14,770"
01/01/2018,"13,996","14,035","12,860","13,535"
