Date,Open,High,Low,Close
09/23/2015,"227","232","225","230"
09/22/2015,"231","231","226","227"
09/21/2015,"231","232","231","231"
09/18/2015,"228","235","228","233"
09/17/2015,"230","231","227","228"
09/16/2015,"232","232","229","230"
09/15/2015,"229","232","228","232"
09/14/2015,"236","236","229","229"
09/11/2015,"238","241","236","240"
09/10/2015,"243","244","237","238"
09/09/2015,"241","246","239","243"
09/08/2015,"241","242","238","241"
09/07/2015,"235","243","234","241"
09/04/2015,"229","229","226","230"
09/03/2015,"227","230","226","229"
09/02/2015,"230","231","226","227"
09/01/2015,"227","232","225","230"
08/31/2015,"228","232","225","227"
08/28/2015,"226","228","223","234"
08/27/2015,"221","230","220","226"
08/26/2015,"209","226","198","221"
08/25/2015,"227","228","209","209"
08/24/2015,"230","232","225","227"
08/21/2015,"223","237","222","232"
08/20/2015,"251","251","214","223"
08/19/2015,"257","257","247","251"
08/18/2015,"258","260","256","257"
08/17/2015,"262","263","256","258"
08/14/2015,"268","269","262","266"
08/13/2015,"269","271","265","268"
08/12/2015,"264","269","263","269"
08/11/2015,"264","266","262","264"
08/10/2015,"265","267","259","264"
08/07/2015,"282","282","278","279"
08/06/2015,"285","285","281","282"
08/05/2015,"283","285","280","285"
08/04/2015,"281","285","279","283"
08/03/2015,"280","281","277","281"
07/31/2015,"290","290","286","284"
07/30/2015,"294","295","288","290"
07/29/2015,"295","296","292","294"
07/28/2015,"291","295","286","295"
07/27/2015,"287","293","287","291"
07/24/2015,"275","277","275","288"
07/23/2015,"278","278","252","275"
07/22/2015,"277","280","231","278"
07/21/2015,"273","279","272","277"
07/20/2015,"274","276","273","273"
07/17/2015,"289","290","274","278"
07/16/2015,"289","292","286","289"
07/15/2015,"291","296","285","289"
07/14/2015,"307","310","278","291"
07/13/2015,"293","314","291","307"
07/10/2015,"266","272","265","284"
07/09/2015,"265","272","264","266"
07/08/2015,"274","274","263","265"
07/07/2015,"270","276","267","274"
07/06/2015,"261","274","258","270"
07/03/2015,"259","261","253","255"
07/02/2015,"263","265","255","259"
07/01/2015,"255","268","255","263"
06/30/2015,"248","256","248","255"
06/29/2015,"250","251","247","248"
06/26/2015,"241","244","240","241"
06/25/2015,"245","245","240","241"
06/24/2015,"248","248","243","245"
06/23/2015,"244","248","244","248"
06/22/2015,"245","246","242","244"
06/19/2015,"249","252","243","245"
06/18/2015,"247","258","246","249"
06/17/2015,"237","254","236","247"
06/16/2015,"233","239","233","237"
06/15/2015,"233","236","232","233"
06/12/2015,"229","230","229","231"
06/11/2015,"230","230","228","229"
06/10/2015,"229","231","228","230"
06/09/2015,"224","230","223","229"
06/08/2015,"225","226","223","224"
06/05/2015,"226","226","224","226"
06/04/2015,"226","227","224","226"
06/03/2015,"222","227","222","226"
06/02/2015,"231","232","222","222"
06/01/2015,"233","234","231","231"
05/29/2015,"237","238","237","237"
05/28/2015,"238","239","236","237"
05/27/2015,"237","239","236","238"
05/26/2015,"242","242","237","237"
05/25/2015,"239","243","239","242"
05/22/2015,"234","236","234","241"
05/21/2015,"232","235","232","234"
05/20/2015,"232","234","232","232"
05/19/2015,"236","237","232","232"
05/18/2015,"236","238","235","236"
05/15/2015,"234","238","233","237"
05/14/2015,"241","244","234","235"
05/13/2015,"242","243","239","241"
05/12/2015,"239","244","239","242"
05/11/2015,"241","244","238","239"
05/08/2015,"231","240","229","244"
05/07/2015,"236","237","229","230"
05/06/2015,"239","239","232","236"
05/05/2015,"240","243","238","239"
05/04/2015,"236","244","234","240"
05/01/2015,"226","240","225","235"
04/30/2015,"225","227","223","226"
04/29/2015,"232","232","223","225"
04/28/2015,"219","232","217","232"
04/27/2015,"227","227","214","219"
04/24/2015,"233","236","233","231"
04/23/2015,"233","238","233","233"
04/22/2015,"223","235","223","233"
04/21/2015,"222","226","221","223"
04/20/2015,"223","226","221","222"
04/17/2015,"221","229","221","222"
04/16/2015,"216","222","216","221"
04/15/2015,"222","225","215","216"
04/14/2015,"236","237","221","222"
04/13/2015,"235","237","233","236"
04/10/2015,"245","245","238","234"
04/09/2015,"254","254","242","245"
04/08/2015,"255","256","252","254"
04/07/2015,"257","261","254","255"
04/06/2015,"253","258","251","257"
04/03/2015,"246","254","244","254"
04/02/2015,"245","247","240","246"
04/01/2015,"246","248","241","245"
03/31/2015,"241","249","236","246"
03/30/2015,"252","253","239","241"
03/27/2015,"245","254","245","248"
03/26/2015,"248","249","236","245"
03/25/2015,"266","267","243","248"
03/24/2015,"267","270","261","266"
03/23/2015,"259","268","259","267"
03/20/2015,"253","263","247","261"
03/19/2015,"284","285","248","253"
03/18/2015,"291","292","283","284"
03/17/2015,"286","294","284","291"
03/16/2015,"282","286","281","286"
03/13/2015,"295","297","292","289"
03/12/2015,"292","297","289","295"
03/11/2015,"290","300","287","292"
03/10/2015,"273","292","273","290"
03/09/2015,"275","277","272","273"
03/06/2015,"278","278","269","273"
03/05/2015,"269","280","264","278"
03/04/2015,"284","285","266","269"
03/03/2015,"270","286","267","284"
03/02/2015,"258","271","256","270"
02/27/2015,"236","258","236","254"
02/26/2015,"238","238","234","236"
02/25/2015,"239","239","236","238"
02/24/2015,"239","240","236","238"
02/23/2015,"235","239","232","239"
02/20/2015,"240","247","239","244"
02/19/2015,"233","243","233","240"
02/18/2015,"242","244","232","233"
02/17/2015,"236","246","232","242"
02/16/2015,"231","240","228","236"
02/13/2015,"222","240","221","235"
02/12/2015,"219","222","218","222"
02/11/2015,"220","224","218","219"
02/10/2015,"221","222","215","220"
02/09/2015,"222","224","217","221"
02/06/2015,"218","226","216","224"
02/05/2015,"225","228","215","218"
02/04/2015,"226","230","221","225"
02/03/2015,"226","246","224","226"
02/02/2015,"231","232","222","226"
01/30/2015,"234","243","226","227"
01/29/2015,"232","238","220","233"
01/28/2015,"260","265","231","232"
01/27/2015,"271","275","251","260"
01/26/2015,"250","308","250","271"
01/23/2015,"231","235","224","234"
01/22/2015,"225","237","223","231"
01/21/2015,"210","225","210","225"
01/20/2015,"215","216","205","210"
01/19/2015,"207","217","207","215"
01/16/2015,"205","222","199","208"
01/15/2015,"181","229","170","206"
01/14/2015,"235","235","170","182"
01/13/2015,"270","270","224","235"
01/12/2015,"266","272","264","269"
01/09/2015,"290","291","280","287"
01/08/2015,"294","296","282","290"
01/07/2015,"286","300","283","294"
01/06/2015,"270","286","270","285"
01/05/2015,"266","278","260","270"
01/02/2015,"314","316","313","314"
01/01/2015,"317","320","314","314"
