Date,Open,High,Low,Close
10/24/2020,"12,941","13,161","12,887","13,103"
10/23/2020,"13,128","13,197","12,746","12,941"
10/22/2020,"12,856","13,216","12,706","13,128"
10/21/2020,"11,904","12,905","11,889","12,853"
10/20/2020,"11,732","12,044","11,693","11,904"
10/19/2020,"11,447","11,811","11,419","11,732"
10/18/2020,"11,357","11,500","11,345","11,447"
10/17/2020,"11,319","11,406","11,283","11,356"
10/16/2020,"11,558","11,558","11,231","11,314"
10/15/2020,"11,398","11,593","11,288","11,544"
10/14/2020,"11,437","11,546","11,306","11,396"
10/13/2020,"11,564","11,719","11,322","11,437"
10/12/2020,"11,342","11,599","11,225","11,564"
10/11/2020,"11,371","11,436","11,277","11,350"
10/10/2020,"11,041","11,464","11,029","11,371"
10/09/2020,"10,894","11,099","10,848","11,042"
10/08/2020,"10,662","10,945","10,558","10,894"
10/07/2020,"10,557","10,678","10,546","10,660"
10/06/2020,"10,740","10,797","10,544","10,557"
10/05/2020,"10,652","10,754","10,635","10,741"
10/04/2020,"10,580","10,700","10,536","10,652"
10/03/2020,"10,540","10,607","10,475","10,580"
10/02/2020,"10,613","10,668","10,401","10,540"
10/01/2020,"10,707","10,920","10,471","10,613"
09/30/2020,"10,761","10,865","10,675","10,711"
09/29/2020,"10,871","10,892","10,647","10,761"
09/28/2020,"10,727","10,948","10,712","10,871"
09/27/2020,"10,721","10,802","10,609","10,727"
09/26/2020,"10,713","10,798","10,661","10,720"
09/25/2020,"10,624","10,772","10,576","10,713"
09/24/2020,"10,216","10,705","10,204","10,637"
09/23/2020,"10,521","10,579","10,144","10,216"
09/22/2020,"10,479","10,539","10,379","10,520"
09/21/2020,"10,858","10,988","10,323","10,479"
09/20/2020,"11,093","11,093","10,782","10,861"
09/19/2020,"10,900","11,164","10,892","11,093"
09/18/2020,"10,938","11,040","10,833","10,900"
09/17/2020,"11,000","11,058","10,765","10,938"
09/16/2020,"10,870","11,101","10,681","11,000"
09/15/2020,"10,697","10,944","10,634","10,870"
09/14/2020,"10,324","10,752","10,262","10,694"
09/13/2020,"10,446","10,586","10,231","10,324"
09/12/2020,"10,329","10,485","10,289","10,447"
09/11/2020,"10,308","10,384","10,222","10,329"
09/10/2020,"10,265","10,476","10,187","10,307"
09/09/2020,"10,027","10,351","9,891","10,265"
09/08/2020,"10,142","10,437","9,953","10,030"
09/07/2020,"10,243","10,354","9,893","10,142"
09/06/2020,"10,112","10,308","9,970","10,242"
09/05/2020,"10,610","10,639","9,905","10,112"
09/04/2020,"10,793","10,812","10,042","10,610"
09/03/2020,"11,372","11,461","10,558","10,794"
09/02/2020,"12,023","12,051","11,223","11,372"
09/01/2020,"11,685","12,062","11,561","12,023"
08/31/2020,"11,643","11,785","11,580","11,683"
08/30/2020,"11,528","11,694","11,477","11,643"
08/29/2020,"11,500","11,591","11,448","11,528"
08/28/2020,"11,271","11,553","11,258","11,500"
08/27/2020,"11,499","11,573","11,152","11,272"
08/26/2020,"11,275","11,542","11,270","11,499"
08/25/2020,"11,743","11,792","11,150","11,272"
08/24/2020,"11,674","11,832","11,609","11,743"
08/23/2020,"11,616","11,724","11,537","11,680"
08/22/2020,"11,625","11,658","11,395","11,616"
08/21/2020,"11,871","11,899","11,624","11,634"
08/20/2020,"11,733","11,896","11,697","11,871"
08/19/2020,"12,035","12,103","11,630","11,728"
08/18/2020,"12,331","12,413","11,875","12,035"
08/17/2020,"11,857","12,466","11,779","12,329"
08/16/2020,"11,876","11,981","11,716","11,857"
08/15/2020,"11,777","11,987","11,731","11,876"
08/14/2020,"11,621","11,864","11,621","11,777"
08/13/2020,"11,575","11,655","11,291","11,640"
08/12/2020,"11,239","11,624","11,151","11,573"
08/11/2020,"11,871","11,940","11,159","11,239"
08/10/2020,"11,681","12,070","11,557","11,866"
08/09/2020,"11,715","11,803","11,542","11,681"
08/08/2020,"11,581","11,812","11,549","11,715"
08/07/2020,"11,854","11,920","11,370","11,581"
08/06/2020,"11,692","11,917","11,590","11,854"
08/05/2020,"11,216","11,724","11,117","11,692"
08/04/2020,"11,387","11,421","11,068","11,213"
08/03/2020,"11,097","11,479","10,986","11,387"
08/02/2020,"11,835","12,097","10,711","11,102"
08/01/2020,"11,359","11,874","11,245","11,835"
07/31/2020,"11,152","11,462","10,981","11,359"
07/30/2020,"11,219","11,335","10,871","11,155"
07/29/2020,"10,982","11,290","10,855","11,230"
07/28/2020,"10,889","11,387","10,595","10,982"
07/27/2020,"9,893","10,906","9,882","10,862"
07/26/2020,"9,729","10,128","9,670","9,893"
07/25/2020,"9,629","9,742","9,538","9,734"
07/24/2020,"9,594","9,634","9,482","9,629"
07/23/2020,"9,380","9,674","9,376","9,594"
07/22/2020,"9,382","9,402","9,305","9,380"
07/21/2020,"9,178","9,440","9,155","9,382"
07/20/2020,"9,176","9,225","9,149","9,178"
07/19/2020,"9,185","9,192","9,119","9,176"
07/18/2020,"9,159","9,208","9,131","9,185"
07/17/2020,"9,104","9,185","8,608","9,159"
07/16/2020,"9,216","9,231","9,051","9,103"
07/15/2020,"9,272","9,277","9,170","9,216"
07/14/2020,"9,256","9,278","9,135","9,272"
07/13/2020,"9,239","9,332","9,210","9,256"
07/12/2020,"9,224","9,345","9,176","9,240"
07/11/2020,"9,237","9,313","9,190","9,224"
07/10/2020,"9,244","9,260","9,133","9,237"
07/09/2020,"9,435","9,473","9,197","9,244"
07/08/2020,"9,258","9,462","9,239","9,435"
07/07/2020,"9,279","9,372","9,220","9,258"
07/06/2020,"9,022","9,353","8,938","9,280"
07/05/2020,"9,131","9,149","9,012","9,022"
07/04/2020,"9,097","9,188","9,054","9,132"
07/03/2020,"9,087","9,147","9,066","9,097"
07/02/2020,"9,243","9,266","8,963","9,087"
07/01/2020,"9,150","9,300","9,102","9,243"
06/30/2020,"9,179","9,231","9,069","9,150"
06/29/2020,"9,111","9,192","9,034","9,178"
06/28/2020,"8,957","9,189","8,945","9,111"
06/27/2020,"9,201","9,212","8,859","8,957"
06/26/2020,"9,277","9,333","9,053","9,201"
06/25/2020,"9,296","9,320","9,018","9,278"
06/24/2020,"9,635","9,669","9,216","9,296"
06/23/2020,"9,640","9,752","9,579","9,644"
06/22/2020,"9,313","9,655","9,278","9,640"
06/21/2020,"9,319","9,405","9,301","9,313"
06/20/2020,"9,317","9,347","9,211","9,319"
06/19/2020,"9,349","9,417","9,237","9,316"
06/18/2020,"9,373","9,476","9,318","9,349"
06/17/2020,"9,499","9,553","9,255","9,379"
06/16/2020,"9,483","9,594","9,383","9,499"
06/15/2020,"9,384","9,484","8,927","9,484"
06/14/2020,"9,408","9,478","9,336","9,384"
06/13/2020,"9,457","9,492","9,366","9,407"
06/12/2020,"9,343","9,558","9,245","9,457"
06/11/2020,"9,870","9,959","9,198","9,338"
06/10/2020,"9,757","9,975","9,717","9,870"
06/09/2020,"9,709","9,855","9,630","9,758"
06/08/2020,"9,731","9,796","9,663","9,709"
06/07/2020,"9,708","9,793","9,409","9,707"
06/06/2020,"9,715","9,734","9,550","9,708"
06/05/2020,"9,786","9,854","9,622","9,715"
06/04/2020,"9,586","9,870","9,477","9,786"
06/03/2020,"9,529","9,637","9,434","9,585"
06/02/2020,"9,671","10,339","9,364","9,529"
06/01/2020,"9,504","9,691","9,400","9,691"
05/31/2020,"9,439","9,728","9,437","9,504"
05/30/2020,"9,417","9,594","9,337","9,439"
05/29/2020,"9,451","9,614","9,348","9,417"
05/28/2020,"9,165","9,518","9,062","9,453"
05/27/2020,"8,867","9,216","8,810","9,163"
05/26/2020,"8,917","9,005","8,723","8,867"
05/25/2020,"9,006","9,080","8,679","8,917"
05/24/2020,"9,235","9,300","8,861","9,006"
05/23/2020,"9,191","9,308","9,100","9,235"
05/22/2020,"9,075","9,263","8,946","9,191"
05/21/2020,"9,592","9,594","8,819","9,075"
05/20/2020,"9,698","9,832","9,380","9,592"
05/19/2020,"9,684","9,882","9,478","9,698"
05/18/2020,"9,741","9,924","9,509","9,684"
05/17/2020,"9,378","9,867","9,337","9,741"
05/16/2020,"9,225","9,576","9,212","9,385"
05/15/2020,"9,656","9,847","9,177","9,225"
05/14/2020,"9,312","9,936","9,281","9,655"
05/13/2020,"8,831","9,331","8,751","9,312"
05/12/2020,"8,636","8,976","8,495","8,832"
05/11/2020,"8,693","9,142","8,239","8,636"
05/10/2020,"9,666","9,685","8,222","8,700"
05/09/2020,"9,994","10,017","9,557","9,666"
05/08/2020,"9,788","10,045","9,742","9,994"
05/07/2020,"9,251","9,959","9,088","9,774"
05/06/2020,"8,960","9,379","8,924","9,251"
05/05/2020,"8,930","9,113","8,782","8,969"
05/04/2020,"8,853","8,952","8,549","8,930"
05/03/2020,"8,946","9,216","8,740","8,861"
05/02/2020,"8,741","9,027","8,729","8,946"
05/01/2020,"8,838","9,070","8,610","8,741"
04/30/2020,"8,918","9,448","8,446","8,830"
04/29/2020,"7,745","8,970","7,724","8,918"
04/28/2020,"7,712","7,789","7,669","7,744"
04/27/2020,"7,603","7,750","7,603","7,708"
04/26/2020,"7,600","7,700","7,535","7,603"
04/25/2020,"7,503","7,602","7,499","7,600"
04/24/2020,"7,557","7,609","7,416","7,531"
04/23/2020,"7,138","7,690","7,042","7,536"
04/22/2020,"6,857","7,164","6,856","7,115"
04/21/2020,"6,897","6,906","6,779","6,891"
04/20/2020,"7,151","7,222","6,851","6,866"
04/19/2020,"7,223","7,250","7,070","7,152"
04/18/2020,"7,087","7,279","7,068","7,223"
04/17/2020,"7,046","7,136","7,009","7,062"
04/16/2020,"6,756","7,145","6,635","7,046"
04/15/2020,"6,872","6,935","6,696","6,756"
04/14/2020,"6,763","6,983","6,763","6,872"
04/13/2020,"7,143","7,143","6,628","6,827"
04/12/2020,"6,814","7,196","6,795","7,143"
04/11/2020,"6,910","6,949","6,796","6,814"
04/10/2020,"7,315","7,315","6,766","6,919"
04/09/2020,"7,341","7,364","7,119","7,302"
04/08/2020,"7,360","7,419","7,218","7,327"
04/07/2020,"7,298","7,459","7,082","7,118"
04/06/2020,"6,762","7,306","6,731","7,298"
04/05/2020,"6,854","6,892","6,691","6,762"
04/04/2020,"6,704","6,968","6,681","6,854"
04/03/2020,"6,833","7,043","6,631","6,710"
04/02/2020,"6,357","7,219","6,357","6,833"
04/01/2020,"6,482","6,498","6,169","6,362"
03/31/2020,"6,478","6,575","6,350","6,482"
03/30/2020,"5,955","6,497","5,867","6,472"
03/29/2020,"6,263","6,274","5,881","5,954"
03/28/2020,"6,681","6,703","6,045","6,263"
03/27/2020,"6,739","6,842","6,588","6,679"
03/26/2020,"6,598","6,772","6,550","6,739"
03/25/2020,"6,751","6,967","6,489","6,597"
03/24/2020,"6,413","6,831","6,377","6,751"
03/23/2020,"5,934","6,614","5,730","6,408"
03/22/2020,"6,336","6,450","5,812","5,934"
03/21/2020,"5,964","6,376","5,897","6,343"
03/20/2020,"6,241","6,891","5,690","5,968"
03/19/2020,"5,339","6,365","5,267","6,241"
03/18/2020,"5,474","5,524","5,031","5,338"
03/17/2020,"4,904","5,502","4,882","5,474"
03/16/2020,"5,188","5,959","4,461","4,904"
03/15/2020,"5,354","5,583","5,074","5,187"
03/14/2020,"5,436","5,766","5,224","5,354"
03/13/2020,"5,747","6,029","3,966","5,435"
03/12/2020,"7,872","7,992","5,626","5,772"
03/11/2020,"8,007","8,044","7,617","7,872"
03/10/2020,"7,860","8,163","7,772","7,984"
03/09/2020,"8,285","8,301","7,665","7,860"
03/08/2020,"8,899","8,938","8,204","8,286"
03/07/2020,"9,145","9,210","8,874","8,900"
03/06/2020,"9,123","9,182","9,006","9,145"
03/05/2020,"8,741","9,170","8,740","9,126"
03/04/2020,"8,749","8,854","8,693","8,741"
03/03/2020,"8,952","8,977","8,676","8,749"
03/02/2020,"8,524","8,954","8,505","8,951"
03/01/2020,"8,641","8,752","8,439","8,524"
02/29/2020,"8,676","8,814","8,596","8,640"
02/28/2020,"8,760","8,903","8,446","8,676"
02/27/2020,"8,754","8,971","8,535","8,756"
02/26/2020,"9,391","9,425","8,648","8,763"
02/25/2020,"9,607","9,673","9,262","9,383"
02/24/2020,"9,886","10,019","9,494","9,607"
02/23/2020,"9,693","9,991","9,665","9,886"
02/22/2020,"9,667","9,724","9,573","9,693"
02/21/2020,"9,613","9,759","9,580","9,667"
02/20/2020,"9,599","9,694","9,470","9,613"
02/19/2020,"10,134","10,287","9,392","9,608"
02/18/2020,"9,653","10,262","9,622","10,134"
02/17/2020,"9,776","9,996","9,484","9,652"
02/16/2020,"9,921","10,040","9,656","9,776"
02/15/2020,"10,339","10,387","9,826","9,921"
02/14/2020,"10,180","10,383","10,103","10,339"
02/13/2020,"10,385","10,492","10,097","10,182"
02/12/2020,"10,225","10,471","10,216","10,379"
02/11/2020,"9,865","10,379","9,717","10,225"
02/10/2020,"10,073","10,188","9,744","9,865"
02/09/2020,"9,924","10,169","9,865","10,073"
02/08/2020,"9,740","9,934","9,663","9,924"
02/07/2020,"9,732","9,862","9,667","9,740"
02/06/2020,"9,693","9,851","9,540","9,731"
02/05/2020,"9,150","9,751","9,143","9,693"
02/04/2020,"9,281","9,349","9,094","9,149"
02/03/2020,"9,450","9,588","9,232","9,281"
02/02/2020,"9,371","9,478","9,162","9,450"
02/01/2020,"9,362","9,459","9,303","9,371"
01/31/2020,"9,549","9,559","9,217","9,362"
01/30/2020,"9,362","9,557","9,197","9,547"
01/29/2020,"9,051","9,423","9,049","9,362"
01/28/2020,"8,954","9,183","8,886","9,061"
01/27/2020,"8,591","8,989","8,552","8,954"
01/26/2020,"8,377","8,598","8,294","8,591"
01/25/2020,"8,501","8,505","8,268","8,376"
01/24/2020,"8,391","8,511","8,230","8,501"
01/23/2020,"8,641","8,665","8,290","8,391"
01/22/2020,"8,723","8,784","8,577","8,641"
01/21/2020,"8,667","8,771","8,507","8,724"
01/20/2020,"8,718","8,741","8,519","8,667"
01/19/2020,"8,910","9,176","8,484","8,718"
01/18/2020,"8,898","8,973","8,806","8,910"
01/17/2020,"8,682","8,992","8,672","8,897"
01/16/2020,"8,816","8,856","8,591","8,682"
01/15/2020,"8,732","8,881","8,577","8,816"
01/14/2020,"8,133","8,826","8,105","8,732"
01/13/2020,"8,100","8,193","8,054","8,133"
01/12/2020,"8,102","8,172","7,964","8,106"
01/11/2020,"8,054","8,273","7,989","8,106"
01/10/2020,"7,787","8,126","7,685","8,054"
01/09/2020,"8,004","8,104","7,754","7,789"
01/08/2020,"8,020","8,454","7,881","8,004"
01/07/2020,"7,579","8,187","7,579","8,020"
01/06/2020,"7,370","7,603","7,327","7,574"
01/05/2020,"7,349","7,493","7,336","7,376"
01/04/2020,"7,281","7,399","7,269","7,349"
01/03/2020,"6,975","7,411","6,880","7,280"
01/02/2020,"7,229","7,230","6,929","6,975"
01/01/2020,"7,171","7,245","7,167","7,229"
